-6.28318531	-8.8817842e-16
-6.15625227	-3.05702149e-16
-6.02931923	-5.53548244e-16
-5.9023862	-1.2895992e-15
-5.77545316	5.49574157e-16
-5.64852012	-3.61253501e-16
-5.52158709	3.4915863e-16
-5.39465405	5.85357532e-16
-5.26772102	-6.15062724e-16
-5.14078798	9.45883506e-17
-5.01385494	1.53229015e-16
-4.88692191	-3.91398212e-16
-4.75998887	-1.12424842e-15
-4.63305583	1.27889362e-15
-4.5061228	-1.41813171e-15
-4.37918976	-3.54212944e-16
-4.25225672	-3.55904756e-16
-4.12532369	-3.49590829e-16
-3.99839065	-3.73154723e-16
-3.87145761	-2.85213074e-16
-3.74452458	-6.13415775e-16
-3.61759154	6.1145338e-16
-3.4906585	-3.95982054e-15
-3.36372547	1.3100406e-14
-3.23679243	-5.05692262e-14
-3.10985939	1.87049076e-13
-2.98292636	-6.99754501e-13
-2.85599332	2.6098415e-12
-2.72906028	-9.74173894e-12
-2.60212725	3.63549868e-11
-2.47519421	-1.35680336e-10
-2.34826118	5.06364229e-10
-2.22132814	-1.88977871e-09
-2.0943951	7.05274847e-09
-1.96746207	-2.63212173e-08
-1.84052903	9.82321187e-08
-1.71359599	-3.66607259e-07
-1.58666296	1.36819692e-06
-1.45972992	-5.10618041e-06
-1.33279688	1.90565247e-05
-1.20586385	-7.11199185e-05
-1.07893081	0.000265423149
-0.951997774	-0.000990572678
-0.825064737	0.00369686756
-0.698131701	-0.0137968976
-0.571198664	0.0514907228
-0.444265628	-0.192165993
-0.317332591	0.717173251
-0.190399555	-2.67652701
-0.0634665183	9.98907998
0.0634665183	9.98907998
0.190399555	-2.67652701
0.317332591	0.717173251
0.444265628	-0.192165993
0.571198664	0.0514907228
0.698131701	-0.0137968976
0.825064737	0.00369686756
0.951997774	-0.000990572678
1.07893081	0.000265423149
1.20586385	-7.11199185e-05
1.33279688	1.90565247e-05
1.45972992	-5.10618041e-06
1.58666296	1.36819692e-06
1.71359599	-3.66607259e-07
1.84052903	9.82321188e-08
1.96746207	-2.63212169e-08
2.0943951	7.05274896e-09
2.22132814	-1.88977865e-09
2.34826118	5.06365082e-10
2.47519421	-1.35679557e-10
2.60212725	3.63552736e-11
2.72906028	-9.74118634e-12
2.85599332	2.60982277e-12
2.98292636	-6.99530024e-13
3.10985939	1.86872039e-13
3.23679243	-5.02715991e-14
3.36372547	1.36772427e-14
3.4906585	-3.19813932e-15
3.61759154	1.24266346e-15
3.74452458	3.54660076e-16
3.87145761	3.55304902e-16
3.99839065	3.40821787e-16
4.12532369	-4.84764038e-16
4.25225672	-6.89145698e-16
4.37918976	1.62115231e-16
4.5061228	-1.08056689e-15
4.63305583	1.21073121e-15
4.75998887	-1.67663967e-15
4.88692191	3.59252084e-17
5.01385494	3.18586032e-16
5.14078798	7.50349219e-16
5.26772102	-5.01226664e-16
5.39465405	1.08463585e-15
5.52158709	-6.74373751e-16
5.64852012	1.52655666e-16
5.77545316	-1.3669621e-15
5.9023862	6.66133815e-16
6.02931923	1.22124533e-15
6.15625227	-1.77635684e-15
6.28318531	-1.77635684e-15
