nodenumber     x-coordinate     y-coordinate 
      1524  1.823347408E+00  3.384176990E-01 
      1525  1.175196564E+00  3.387545688E-01 
      1526  1.312734582E+00  3.389176876E-01 
      1527  1.037630234E+00  3.390956530E-01 
      1528  1.705548680E+00  3.393710296E-01 
      1529  1.450244289E+00  3.395850094E-01 
      1530  1.587725684E+00  3.407565342E-01 
      1531  1.960747913E+00  3.410298037E-01 
      1532  1.842975474E+00  3.415149458E-01 
      1533  1.194834741E+00  3.416717431E-01 
      1534  1.332370737E+00  3.418708765E-01 
      1535  1.057270433E+00  3.419768128E-01 
      1536  1.725178768E+00  3.424322619E-01 
      1537  1.469878422E+00  3.425742127E-01 
      1538  1.607357795E+00  3.437817520E-01 
      1539  1.980373957E+00  3.441630650E-01 
      1540  1.214472918E+00  3.445889174E-01 
      1541  1.862603540E+00  3.446121926E-01 
      1542  1.352006892E+00  3.448240653E-01 
      1543  1.076910632E+00  3.448579726E-01 
      1544  1.744808856E+00  3.454934942E-01 
      1545  1.489512554E+00  3.455634160E-01 
      1546  1.626989905E+00  3.468069698E-01 
      1547  2.000000000E+00  3.472963263E-01 
      1548  1.234111095E+00  3.475060918E-01 
      1549  1.882231606E+00  3.477094394E-01 
      1550  1.096550832E+00  3.477391324E-01 
      1551  1.371643047E+00  3.477772541E-01 
      1552  1.509146687E+00  3.485526194E-01 
      1553  1.764438944E+00  3.485547265E-01 
      1554  1.646622015E+00  3.498321876E-01 
      1555  1.253749272E+00  3.504232661E-01 
      1556  1.116191031E+00  3.506202922E-01 
      1557  1.391279201E+00  3.507304429E-01 
      1558  1.901859671E+00  3.508066862E-01 
      1559  1.528780819E+00  3.515418227E-01 
      1560  1.784069032E+00  3.516159588E-01 
      1561  1.666254125E+00  3.528574054E-01 
      1562  1.273387449E+00  3.533404404E-01 
      1563  1.135831230E+00  3.535014520E-01 
      1564  1.410915356E+00  3.536836317E-01 
      1565  1.921487737E+00  3.539039330E-01 
      1566  1.966019939E-16  3.541666667E-01 
      1567  1.996493399E-02  3.541666667E-01 
      1568  3.992986799E-02  3.541666667E-01 
      1569  5.989480198E-02  3.541666667E-01 
      1570  7.985973597E-02  3.541666667E-01 
      1571  9.982466997E-02  3.541666667E-01 
      1572  1.197896040E-01  3.541666667E-01 
      1573  1.397545380E-01  3.541666667E-01 
      1574  1.597194719E-01  3.541666667E-01 
      1575  1.796844059E-01  3.541666667E-01 
      1576  1.996493399E-01  3.541666667E-01 
      1577  2.196142739E-01  3.541666667E-01 
      1578  2.395792079E-01  3.541666667E-01 
      1579  2.595441419E-01  3.541666667E-01 
      1580  2.795090759E-01  3.541666667E-01 
      1581  2.994740099E-01  3.541666667E-01 
      1582  3.194389439E-01  3.541666667E-01 
      1583  3.394038779E-01  3.541666667E-01 
      1584  3.593688119E-01  3.541666667E-01 
      1585  3.793337459E-01  3.541666667E-01 
      1586  3.992986799E-01  3.541666667E-01 
      1587  4.192636139E-01  3.541666667E-01 
      1588  4.392285479E-01  3.541666667E-01 
      1589  4.591934818E-01  3.541666667E-01 
      1590  4.791584158E-01  3.541666667E-01 
      1591  4.991233498E-01  3.541666667E-01 
      1592  5.190882838E-01  3.541666667E-01 
      1593  5.390532178E-01  3.541666667E-01 
      1594  5.590181518E-01  3.541666667E-01 
      1595  5.789830858E-01  3.541666667E-01 
      1596  5.989480198E-01  3.541666667E-01 
      1597  6.189129538E-01  3.541666667E-01 
      1598  6.388778878E-01  3.541666667E-01 
      1599  6.588428218E-01  3.541666667E-01 
      1600  6.788077558E-01  3.541666667E-01 
      1601  6.987726898E-01  3.541666667E-01 
      1602  7.187376238E-01  3.541666667E-01 
      1603  7.387025578E-01  3.541666667E-01 
      1604  7.586674917E-01  3.541666667E-01 
      1605  7.786324257E-01  3.541666667E-01 
      1606  7.985973597E-01  3.541666667E-01 
      1607  8.185622937E-01  3.541666667E-01 
      1608  8.385272277E-01  3.541666667E-01 
      1609  8.584921617E-01  3.541666667E-01 
      1610  8.784570957E-01  3.541666667E-01 
      1611  8.984220297E-01  3.541666667E-01 
      1612  9.183869637E-01  3.541666667E-01 
      1613  9.383518977E-01  3.541666667E-01 
      1614  9.583168317E-01  3.541666667E-01 
      1615  9.782817657E-01  3.541666667E-01 
      1616  9.982466997E-01  3.541666667E-01 
      1617  1.548414952E+00  3.545310260E-01 
      1618  1.803699120E+00  3.546771911E-01 
      1619  1.685886236E+00  3.558826232E-01 
      1620  1.293025626E+00  3.562576147E-01 
      1621  1.155471429E+00  3.563826119E-01 
      1622  1.430551511E+00  3.566368205E-01 
      1623  1.941115803E+00  3.570011798E-01 
      1624  1.017888921E+00  3.570118120E-01 
      1625  1.568049084E+00  3.575202293E-01 
      1626  1.823329208E+00  3.577384234E-01 
      1627  1.705518346E+00  3.589078410E-01 
      1628  1.312663803E+00  3.591747890E-01 
      1629  1.175111629E+00  3.592637717E-01 
      1630  1.450187666E+00  3.595900093E-01 
      1631  1.037531143E+00  3.598569573E-01 
      1632  1.960743869E+00  3.600984266E-01 
      1633  1.587683217E+00  3.605094326E-01 
      1634  1.842959296E+00  3.607996557E-01 
      1635  1.725150456E+00  3.619330588E-01 
      1636  1.332301980E+00  3.620919633E-01 
      1637  1.194751828E+00  3.621449315E-01 
      1638  1.469823821E+00  3.625431981E-01 
      1639  1.057173364E+00  3.627021026E-01 
      1640  1.980371934E+00  3.631956734E-01 
      1641  1.607317349E+00  3.634986359E-01 
      1642  1.862589384E+00  3.638608880E-01 
      1643  1.744782566E+00  3.649582766E-01 
      1644  1.351940157E+00  3.650091376E-01 
      1645  1.214392027E+00  3.650260913E-01 
      1646  1.489459975E+00  3.654963869E-01 
      1647  1.076815586E+00  3.655472479E-01 
      1648  2.000000000E+00  3.662929202E-01 
      1649  1.626951482E+00  3.664878392E-01 
      1650  1.882219472E+00  3.669221203E-01 
      1651  1.234032227E+00  3.679072511E-01 
      1652  1.371578334E+00  3.679263120E-01 
      1653  1.764414677E+00  3.679834944E-01 
      1654  1.096457808E+00  3.683923933E-01 
      1655  1.509096130E+00  3.684495757E-01 
      1656  1.646585614E+00  3.694770425E-01 
      1657  1.901849560E+00  3.699833526E-01 
      1658  1.253672426E+00  3.707884109E-01 
      1659  1.391216511E+00  3.708434863E-01 
      1660  1.784046787E+00  3.710087123E-01 
      1661  1.116100029E+00  3.712375386E-01 
      1662  1.528732285E+00  3.714027646E-01 
      1663  1.666219747E+00  3.724662458E-01 
      1664  1.921479648E+00  3.730445850E-01 
      1665  1.273312625E+00  3.736695708E-01 
      1666  1.410854688E+00  3.737606606E-01 
      1667  1.803678897E+00  3.740339301E-01 
      1668  1.135742251E+00  3.740826839E-01 
      1669  1.548368440E+00  3.743559534E-01 
      1670  2.081668171E-16  3.750000000E-01 
      1671  1.996287129E-02  3.750000000E-01 
      1672  3.992574257E-02  3.750000000E-01 
      1673  5.988861386E-02  3.750000000E-01 
      1674  7.985148515E-02  3.750000000E-01 
      1675  9.981435644E-02  3.750000000E-01 
      1676  1.197772277E-01  3.750000000E-01 
      1677  1.397400990E-01  3.750000000E-01 
      1678  1.597029703E-01  3.750000000E-01 
      1679  1.796658416E-01  3.750000000E-01 
      1680  1.996287129E-01  3.750000000E-01 
      1681  2.195915842E-01  3.750000000E-01 
      1682  2.395544554E-01  3.750000000E-01 
      1683  2.595173267E-01  3.750000000E-01 
      1684  2.794801980E-01  3.750000000E-01 
      1685  2.994430693E-01  3.750000000E-01 
      1686  3.194059406E-01  3.750000000E-01 
      1687  3.393688119E-01  3.750000000E-01 
      1688  3.593316832E-01  3.750000000E-01 
      1689  3.792945545E-01  3.750000000E-01 
      1690  3.992574257E-01  3.750000000E-01 
      1691  4.192202970E-01  3.750000000E-01 
      1692  4.391831683E-01  3.750000000E-01 
      1693  4.591460396E-01  3.750000000E-01 
      1694  4.791089109E-01  3.750000000E-01 
      1695  4.990717822E-01  3.750000000E-01 
      1696  5.190346535E-01  3.750000000E-01 
      1697  5.389975248E-01  3.750000000E-01 
      1698  5.589603960E-01  3.750000000E-01 
      1699  5.789232673E-01  3.750000000E-01 
      1700  5.988861386E-01  3.750000000E-01 
      1701  6.188490099E-01  3.750000000E-01 
      1702  6.388118812E-01  3.750000000E-01 
      1703  6.587747525E-01  3.750000000E-01 
      1704  6.787376238E-01  3.750000000E-01 
      1705  6.987004950E-01  3.750000000E-01 
      1706  7.186633663E-01  3.750000000E-01 
      1707  7.386262376E-01  3.750000000E-01 
      1708  7.585891089E-01  3.750000000E-01 
      1709  7.785519802E-01  3.750000000E-01 
      1710  7.985148515E-01  3.750000000E-01 
      1711  8.184777228E-01  3.750000000E-01 
      1712  8.384405941E-01  3.750000000E-01 
      1713  8.584034653E-01  3.750000000E-01 
      1714  8.783663366E-01  3.750000000E-01 
      1715  8.983292079E-01  3.750000000E-01 
      1716  9.182920792E-01  3.750000000E-01 
      1717  9.382549505E-01  3.750000000E-01 
      1718  9.582178218E-01  3.750000000E-01 
      1719  9.781806931E-01  3.750000000E-01 
      1720  9.981435644E-01  3.750000000E-01 
      1721  1.685853880E+00  3.754554491E-01 
      1722  1.941109736E+00  3.761058173E-01 
      1723  1.292952825E+00  3.765507306E-01 
      1724  1.430492865E+00  3.766778349E-01 
      1725  1.155384472E+00  3.769278292E-01 
      1726  1.823311008E+00  3.770591479E-01 
      1727  1.568004595E+00  3.773091422E-01 
      1728  1.017787808E+00  3.778091308E-01 
      1729  1.705488012E+00  3.784446524E-01 
      1730  1.960739824E+00  3.791670496E-01 
      1731  1.312593024E+00  3.794318904E-01 
      1732  1.450131043E+00  3.795950092E-01 
      1733  1.175026694E+00  3.797729745E-01 
      1734  1.842943118E+00  3.800843657E-01 
      1735  1.587640749E+00  3.802623310E-01 
      1736  1.037432052E+00  3.806182616E-01 
      1737  1.725122145E+00  3.814338558E-01 
      1738  1.980369912E+00  3.822282819E-01 
      1739  1.332233223E+00  3.823130502E-01 
      1740  1.469769220E+00  3.825121835E-01 
      1741  1.194668915E+00  3.826181198E-01 
      1742  1.862575228E+00  3.831095835E-01 
      1743  1.607276904E+00  3.832155198E-01 
      1744  1.057076296E+00  3.834273925E-01 
      1745  1.744756277E+00  3.844230591E-01 
      1746  1.351873423E+00  3.851942100E-01 
      1747  2.000000000E+00  3.852895142E-01 
      1748  1.489407397E+00  3.854293578E-01 
      1749  1.214311137E+00  3.854632652E-01 
      1750  1.882207338E+00  3.861348013E-01 
      1751  1.626913059E+00  3.861687086E-01 
      1752  1.076720540E+00  3.862365233E-01 
      1753  1.764390410E+00  3.874122624E-01 
      1754  1.371513622E+00  3.880753698E-01 
      1755  1.233953359E+00  3.883084105E-01 
      1756  1.509045574E+00  3.883465321E-01 
      1757  1.096364784E+00  3.890456541E-01 
      1758  1.646549214E+00  3.891218974E-01 
      1759  1.901839449E+00  3.891600191E-01 
      1760  1.784024542E+00  3.904014657E-01 
      1761  1.391153821E+00  3.909565296E-01 
      1762  1.253595580E+00  3.911535558E-01 
      1763  1.528683751E+00  3.912637065E-01 
      1764  1.116009027E+00  3.918547849E-01 
      1765  1.666185369E+00  3.920750862E-01 
      1766  1.921471559E+00  3.921852369E-01 
      1767  1.803658675E+00  3.933906690E-01 
      1768  1.410794021E+00  3.938376895E-01 
      1769  1.273237802E+00  3.939987011E-01 
      1770  1.548321928E+00  3.941808808E-01 
      1771  1.135653271E+00  3.946639157E-01 
      1772  1.685821523E+00  3.950282750E-01 
      1773  1.941103669E+00  3.952104547E-01 
      1774  2.197316403E-16  3.958333333E-01 
      1775  1.996080858E-02  3.958333333E-01 
      1776  3.992161716E-02  3.958333333E-01 
      1777  5.988242574E-02  3.958333333E-01 
      1778  7.984323432E-02  3.958333333E-01 
      1779  9.980404290E-02  3.958333333E-01 
      1780  1.197648515E-01  3.958333333E-01 
      1781  1.397256601E-01  3.958333333E-01 
      1782  1.596864686E-01  3.958333333E-01 
      1783  1.796472772E-01  3.958333333E-01 
      1784  1.996080858E-01  3.958333333E-01 
      1785  2.195688944E-01  3.958333333E-01 
      1786  2.395297030E-01  3.958333333E-01 
      1787  2.594905116E-01  3.958333333E-01 
      1788  2.794513201E-01  3.958333333E-01 
      1789  2.994121287E-01  3.958333333E-01 
      1790  3.193729373E-01  3.958333333E-01 
      1791  3.393337459E-01  3.958333333E-01 
      1792  3.592945545E-01  3.958333333E-01 
      1793  3.792553630E-01  3.958333333E-01 
      1794  3.992161716E-01  3.958333333E-01 
      1795  4.191769802E-01  3.958333333E-01 
      1796  4.391377888E-01  3.958333333E-01 
      1797  4.590985974E-01  3.958333333E-01 
      1798  4.790594059E-01  3.958333333E-01 
      1799  4.990202145E-01  3.958333333E-01 
      1800  5.189810231E-01  3.958333333E-01 
      1801  5.389418317E-01  3.958333333E-01 
      1802  5.589026403E-01  3.958333333E-01 
      1803  5.788634488E-01  3.958333333E-01 
      1804  5.988242574E-01  3.958333333E-01 
      1805  6.187850660E-01  3.958333333E-01 
      1806  6.387458746E-01  3.958333333E-01 
      1807  6.587066832E-01  3.958333333E-01 
      1808  6.786674917E-01  3.958333333E-01 
      1809  6.986283003E-01  3.958333333E-01 
      1810  7.185891089E-01  3.958333333E-01 
      1811  7.385499175E-01  3.958333333E-01 
      1812  7.585107261E-01  3.958333333E-01 
      1813  7.784715347E-01  3.958333333E-01 
      1814  7.984323432E-01  3.958333333E-01 
      1815  8.183931518E-01  3.958333333E-01 
      1816  8.383539604E-01  3.958333333E-01 
      1817  8.583147690E-01  3.958333333E-01 
      1818  8.782755776E-01  3.958333333E-01 
      1819  8.982363861E-01  3.958333333E-01 
      1820  9.181971947E-01  3.958333333E-01 
      1821  9.381580033E-01  3.958333333E-01 
      1822  9.581188119E-01  3.958333333E-01 
      1823  9.780796205E-01  3.958333333E-01 
      1824  9.980404290E-01  3.958333333E-01 
      1825  1.823292807E+00  3.963798723E-01 
      1826  1.430434220E+00  3.967188493E-01 
      1827  1.292880023E+00  3.968438464E-01 
      1828  1.567960105E+00  3.970980551E-01 
      1829  1.155297515E+00  3.974730466E-01 
      1830  1.705457678E+00  3.979814639E-01 
      1831  1.960735779E+00  3.982356725E-01 
      1832  1.017686695E+00  3.986064497E-01 
      1833  1.842926940E+00  3.993690756E-01 
      1834  1.450074419E+00  3.996000091E-01 
      1835  1.312522245E+00  3.996889918E-01 
      1836  1.587598282E+00  4.000152294E-01 
      1837  1.174941759E+00  4.002821774E-01 
      1838  1.725093833E+00  4.009346527E-01 
      1839  1.980367890E+00  4.012608903E-01 
      1840  1.037332961E+00  4.013795660E-01 
      1841  1.862561072E+00  4.023582789E-01 
      1842  1.469714619E+00  4.024811689E-01 
      1843  1.332164466E+00  4.025341371E-01 
      1844  1.607236459E+00  4.029324037E-01 
      1845  1.194586003E+00  4.030913082E-01 
      1846  1.744729988E+00  4.038878415E-01 
      1847  1.056979227E+00  4.041526823E-01 
      1848  2.000000000E+00  4.042861081E-01 
      1849  1.882195205E+00  4.053474822E-01 
      1850  1.489354818E+00  4.053623287E-01 
      1851  1.351806688E+00  4.053792824E-01 
      1852  1.626874636E+00  4.058495780E-01 
      1853  1.214230247E+00  4.059004390E-01 
      1854  1.764366142E+00  4.068410303E-01 
      1855  1.076625493E+00  4.069257986E-01 
      1856  1.371448910E+00  4.082244277E-01 
      1857  1.508995017E+00  4.082434885E-01 
      1858  1.901829337E+00  4.083366855E-01 
      1859  1.233874490E+00  4.087095698E-01 
      1860  1.646512813E+00  4.087667523E-01 
      1861  1.096271760E+00  4.096989149E-01 
      1862  1.784002297E+00  4.097942191E-01 
      1863  1.391091131E+00  4.110695730E-01 
      1864  1.528635216E+00  4.111246484E-01 
      1865  1.921463470E+00  4.113258888E-01 
      1866  1.253518734E+00  4.115187007E-01 
      1867  1.666150990E+00  4.116839266E-01 
      1868  1.115918026E+00  4.124720313E-01 
      1869  1.803638452E+00  4.127474079E-01 
      1870  1.410733353E+00  4.139147183E-01 
      1871  1.548275416E+00  4.140058082E-01 
      1872  1.941097602E+00  4.143150921E-01 
      1873  1.273162978E+00  4.143278315E-01 
      1874  1.685789167E+00  4.146011010E-01 
      1875  1.135564292E+00  4.152451476E-01 
      1876  1.823274607E+00  4.157005967E-01 
      1877  2.312964635E-16  4.166666667E-01 
      1878  1.995874587E-02  4.166666667E-01 
      1879  3.991749175E-02  4.166666667E-01 
      1880  5.987623762E-02  4.166666667E-01 
      1881  7.983498350E-02  4.166666667E-01 
      1882  9.979372937E-02  4.166666667E-01 
      1883  1.197524752E-01  4.166666667E-01 
      1884  1.397112211E-01  4.166666667E-01 
      1885  1.596699670E-01  4.166666667E-01 
      1886  1.796287129E-01  4.166666667E-01 
      1887  1.995874587E-01  4.166666667E-01 
      1888  2.195462046E-01  4.166666667E-01 
      1889  2.395049505E-01  4.166666667E-01 
      1890  2.594636964E-01  4.166666667E-01 
      1891  2.794224422E-01  4.166666667E-01 
      1892  2.993811881E-01  4.166666667E-01 
      1893  3.193399340E-01  4.166666667E-01 
      1894  3.392986799E-01  4.166666667E-01 
      1895  3.592574257E-01  4.166666667E-01 
      1896  3.792161716E-01  4.166666667E-01 
      1897  3.991749175E-01  4.166666667E-01 
      1898  4.191336634E-01  4.166666667E-01 
      1899  4.390924092E-01  4.166666667E-01 
      1900  4.590511551E-01  4.166666667E-01 
      1901  4.790099010E-01  4.166666667E-01 
      1902  4.989686469E-01  4.166666667E-01 
      1903  5.189273927E-01  4.166666667E-01 
      1904  5.388861386E-01  4.166666667E-01 
      1905  5.588448845E-01  4.166666667E-01 
      1906  5.788036304E-01  4.166666667E-01 
      1907  5.987623762E-01  4.166666667E-01 
      1908  6.187211221E-01  4.166666667E-01 
      1909  6.386798680E-01  4.166666667E-01 
      1910  6.586386139E-01  4.166666667E-01 
      1911  6.785973597E-01  4.166666667E-01 
      1912  6.985561056E-01  4.166666667E-01 
      1913  7.185148515E-01  4.166666667E-01 
      1914  7.384735974E-01  4.166666667E-01 
      1915  7.584323432E-01  4.166666667E-01 
      1916  7.783910891E-01  4.166666667E-01 
      1917  7.983498350E-01  4.166666667E-01 
      1918  8.183085809E-01  4.166666667E-01 
      1919  8.382673267E-01  4.166666667E-01 
      1920  8.582260726E-01  4.166666667E-01 
      1921  8.781848185E-01  4.166666667E-01 
      1922  8.981435644E-01  4.166666667E-01 
      1923  9.181023102E-01  4.166666667E-01 
      1924  9.380610561E-01  4.166666667E-01 
      1925  9.580198020E-01  4.166666667E-01 
      1926  9.779785479E-01  4.166666667E-01 
      1927  9.979372937E-01  4.166666667E-01 
      1928  1.430375574E+00  4.167598637E-01 
      1929  1.567915615E+00  4.168869680E-01 
      1930  1.292807222E+00  4.171369623E-01 
      1931  1.960731735E+00  4.173042955E-01 
      1932  1.705427344E+00  4.175182753E-01 
      1933  1.155210558E+00  4.180182639E-01 
      1934  1.842910762E+00  4.186537855E-01 
      1935  1.017585582E+00  4.194037685E-01 
      1936  1.450017796E+00  4.196050090E-01 
      1937  1.587555814E+00  4.197681278E-01 
      1938  1.312451466E+00  4.199460931E-01 
      1939  1.980365867E+00  4.202934988E-01 
      1940  1.725065521E+00  4.204354496E-01 
      1941  1.174856824E+00  4.207913802E-01 
      1942  1.862546916E+00  4.216069743E-01 
      1943  1.037233870E+00  4.221408703E-01 
      1944  1.469660017E+00  4.224501543E-01 
      1945  1.607196014E+00  4.226492876E-01 
      1946  1.332095710E+00  4.227552239E-01 
      1947  2.000000000E+00  4.232827021E-01 
      1948  1.744703698E+00  4.233526239E-01 
      1949  1.194503090E+00  4.235644966E-01 
      1950  1.882183071E+00  4.245601632E-01 
      1951  1.056882159E+00  4.248779721E-01 
      1952  1.489302239E+00  4.252952996E-01 
      1953  1.626836213E+00  4.255304474E-01 
      1954  1.351739953E+00  4.255643548E-01 
      1955  1.764341875E+00  4.262697982E-01 
      1956  1.214149356E+00  4.263376129E-01 
      1957  1.901819226E+00  4.275133520E-01 
      1958  1.076530447E+00  4.276150740E-01 
      1959  1.508944461E+00  4.281404449E-01 
      1960  1.371384197E+00  4.283734856E-01 
      1961  1.646476412E+00  4.284116072E-01 
      1962  1.233795622E+00  4.291107292E-01 
      1963  1.783980052E+00  4.291869725E-01 
      1964  1.096178736E+00  4.303521758E-01 
      1965  1.921455381E+00  4.304665408E-01 
      1966  1.528586682E+00  4.309855902E-01 
      1967  1.391028441E+00  4.311826164E-01 
      1968  1.666116612E+00  4.312927671E-01 
      1969  1.253441888E+00  4.318838455E-01 
      1970  1.803618229E+00  4.321041468E-01 
      1971  1.115827024E+00  4.330892776E-01 
      1972  1.941091536E+00  4.334197296E-01 
      1973  1.548228904E+00  4.338307356E-01 
      1974  1.410672685E+00  4.339917472E-01 
      1975  1.685756811E+00  4.341739269E-01 
      1976  1.273088154E+00  4.346569618E-01 
      1977  1.823256407E+00  4.350213212E-01 
      1978  1.135475312E+00  4.358263794E-01 
      1979  1.960727690E+00  4.363729184E-01 
      1980  1.567871125E+00  4.366758809E-01 
      1981  1.430316929E+00  4.368008780E-01 
      1982  1.705397010E+00  4.370550867E-01 
      1983  1.292734421E+00  4.374300782E-01 
      1984  2.428612866E-16  4.375000000E-01 
      1985  1.995668317E-02  4.375000000E-01 
      1986  3.991336634E-02  4.375000000E-01 
      1987  5.987004950E-02  4.375000000E-01 
      1988  7.982673267E-02  4.375000000E-01 
      1989  9.978341584E-02  4.375000000E-01 
      1990  1.197400990E-01  4.375000000E-01 
      1991  1.396967822E-01  4.375000000E-01 
      1992  1.596534653E-01  4.375000000E-01 
      1993  1.796101485E-01  4.375000000E-01 
      1994  1.995668317E-01  4.375000000E-01 
      1995  2.195235149E-01  4.375000000E-01 
      1996  2.394801980E-01  4.375000000E-01 
      1997  2.594368812E-01  4.375000000E-01 
      1998  2.793935644E-01  4.375000000E-01 
      1999  2.993502475E-01  4.375000000E-01 
      2000  3.193069307E-01  4.375000000E-01 
      2001  3.392636139E-01  4.375000000E-01 
      2002  3.592202970E-01  4.375000000E-01 
      2003  3.791769802E-01  4.375000000E-01 
      2004  3.991336634E-01  4.375000000E-01 
      2005  4.190903465E-01  4.375000000E-01 
      2006  4.390470297E-01  4.375000000E-01 
      2007  4.590037129E-01  4.375000000E-01 
      2008  4.789603960E-01  4.375000000E-01 
      2009  4.989170792E-01  4.375000000E-01 
      2010  5.188737624E-01  4.375000000E-01 
      2011  5.388304455E-01  4.375000000E-01 
      2012  5.587871287E-01  4.375000000E-01 
      2013  5.787438119E-01  4.375000000E-01 
      2014  5.987004950E-01  4.375000000E-01 
      2015  6.186571782E-01  4.375000000E-01 
      2016  6.386138614E-01  4.375000000E-01 
      2017  6.585705446E-01  4.375000000E-01 
      2018  6.785272277E-01  4.375000000E-01 
      2019  6.984839109E-01  4.375000000E-01 
      2020  7.184405941E-01  4.375000000E-01 
      2021  7.383972772E-01  4.375000000E-01 
      2022  7.583539604E-01  4.375000000E-01 
      2023  7.783106436E-01  4.375000000E-01 
      2024  7.982673267E-01  4.375000000E-01 
      2025  8.182240099E-01  4.375000000E-01 
      2026  8.381806931E-01  4.375000000E-01 
      2027  8.581373762E-01  4.375000000E-01 
      2028  8.780940594E-01  4.375000000E-01 
      2029  8.980507426E-01  4.375000000E-01 
      2030  9.180074257E-01  4.375000000E-01 
      2031  9.379641089E-01  4.375000000E-01 
      2032  9.579207921E-01  4.375000000E-01 
      2033  9.778774752E-01  4.375000000E-01 
      2034  9.978341584E-01  4.375000000E-01 
      2035  1.842894584E+00  4.379384955E-01 
      2036  1.155123601E+00  4.385634813E-01 
      2037  1.980363845E+00  4.393261072E-01 
      2038  1.587513347E+00  4.395210262E-01 
      2039  1.449961173E+00  4.396100089E-01 
      2040  1.725037210E+00  4.399362465E-01 
      2041  1.017484469E+00  4.402010873E-01 
      2042  1.312380687E+00  4.402031945E-01 
      2043  1.862532761E+00  4.408556698E-01 
      2044  1.174771889E+00  4.413005831E-01 
      2045  2.000000000E+00  4.422792960E-01 
      2046  1.607155568E+00  4.423661715E-01 
      2047  1.469605416E+00  4.424191397E-01 
      2048  1.744677409E+00  4.428174063E-01 
      2049  1.037134780E+00  4.429021747E-01 
      2050  1.332026953E+00  4.429763108E-01 
      2051  1.882170938E+00  4.437728441E-01 
      2052  1.194420177E+00  4.440376849E-01 
      2053  1.626797790E+00  4.452113168E-01 
      2054  1.489249660E+00  4.452282705E-01 
      2055  1.056785090E+00  4.456032620E-01 
      2056  1.764317608E+00  4.456985661E-01 
      2057  1.351673219E+00  4.457494271E-01 
      2058  1.901809115E+00  4.466900184E-01 
      2059  1.214068466E+00  4.467747867E-01 
      2060  1.508893904E+00  4.480374013E-01 
      2061  1.646440012E+00  4.480564622E-01 
      2062  1.076435401E+00  4.483043493E-01 
      2063  1.371319485E+00  4.485225435E-01 
      2064  1.783957808E+00  4.485797260E-01 
      2065  1.233716754E+00  4.495118886E-01 
      2066  1.921447292E+00  4.496071927E-01 
      2067  1.528538148E+00  4.508465321E-01 
      2068  1.666082233E+00  4.509016075E-01 
      2069  1.096085712E+00  4.510054366E-01 
      2070  1.390965751E+00  4.512956598E-01 
      2071  1.803598007E+00  4.514608858E-01 
      2072  1.253365042E+00  4.522489904E-01 
      2073  1.941085469E+00  4.525243670E-01 
      2074  1.548182392E+00  4.536556630E-01 
      2075  1.115736022E+00  4.537065240E-01 
      2076  1.685724455E+00  4.537467528E-01 
      2077  1.410612017E+00  4.540687761E-01 
      2078  1.823238206E+00  4.543420456E-01 
      2079  1.273013331E+00  4.549860922E-01 
      2080  1.960723646E+00  4.554415413E-01 
      2081  1.135386333E+00  4.564076113E-01 
      2082  1.567826636E+00  4.564647938E-01 
      2083  1.705366676E+00  4.565918981E-01 
      2084  1.430258283E+00  4.568418924E-01 
      2085  1.842878405E+00  4.572232054E-01 
      2086  1.292661619E+00  4.577231940E-01 
      2087  2.544261098E-16  4.583333333E-01 
      2088  1.995462046E-02  4.583333333E-01 
      2089  3.990924092E-02  4.583333333E-01 
      2090  5.986386139E-02  4.583333333E-01 
      2091  7.981848185E-02  4.583333333E-01 
      2092  9.977310231E-02  4.583333333E-01 
      2093  1.197277228E-01  4.583333333E-01 
      2094  1.396823432E-01  4.583333333E-01 
      2095  1.596369637E-01  4.583333333E-01 
      2096  1.795915842E-01  4.583333333E-01 
      2097  1.995462046E-01  4.583333333E-01 
      2098  2.195008251E-01  4.583333333E-01 
      2099  2.394554455E-01  4.583333333E-01 
      2100  2.594100660E-01  4.583333333E-01 
      2101  2.793646865E-01  4.583333333E-01 
      2102  2.993193069E-01  4.583333333E-01 
      2103  3.192739274E-01  4.583333333E-01 
      2104  3.392285479E-01  4.583333333E-01 
      2105  3.591831683E-01  4.583333333E-01 
      2106  3.791377888E-01  4.583333333E-01 
      2107  3.990924092E-01  4.583333333E-01 
      2108  4.190470297E-01  4.583333333E-01 
      2109  4.390016502E-01  4.583333333E-01 
      2110  4.589562706E-01  4.583333333E-01 
      2111  4.789108911E-01  4.583333333E-01 
      2112  4.988655116E-01  4.583333333E-01 
      2113  5.188201320E-01  4.583333333E-01 
      2114  5.387747525E-01  4.583333333E-01 
      2115  5.587293729E-01  4.583333333E-01 
      2116  5.786839934E-01  4.583333333E-01 
      2117  5.986386139E-01  4.583333333E-01 
      2118  6.185932343E-01  4.583333333E-01 
      2119  6.385478548E-01  4.583333333E-01 
      2120  6.585024752E-01  4.583333333E-01 
      2121  6.784570957E-01  4.583333333E-01 
      2122  6.984117162E-01  4.583333333E-01 
      2123  7.183663366E-01  4.583333333E-01 
      2124  7.383209571E-01  4.583333333E-01 
      2125  7.582755776E-01  4.583333333E-01 
      2126  7.782301980E-01  4.583333333E-01 
      2127  7.981848185E-01  4.583333333E-01 
      2128  8.181394389E-01  4.583333333E-01 
      2129  8.380940594E-01  4.583333333E-01 
      2130  8.580486799E-01  4.583333333E-01 
